usuario_id,yeardone,study,privacy,dropout,device,net_id,school,grade,group,class_size,gender,yearbirth,age_assumed,siblings,left_hand,delavande__apple20,delavande__apple10,delavande__riceweek,delavande__ricemoth,delavande__sch0,delavande__bath100,delavande__uni,delavande__study,delavande_slider,socpref1,socpref2,socpref3,sp1,sp2,sp3,sp4,sp5,sp6,migrant,repeater,gpaN,moodalone,moodfun,moodgeneral,patienceN,cns_td,crtN,finN,riskyN,cns_risk,self_bullying,n_others_bullying,others_bullying,height,weight,obesity,outdegreef,indegreef,eigenvectorf,clusteringf,outdegreee,indegreee,eigenvectore,clusteringe,density_f,average_degree_f,density_e,average_degree_e,schooltype,schooltown,schoolprov,nsiblings,rankbrother,stage,stairsN
5056,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,0,10,10,100,100,1,100,99,,0,A),B),B),,,,,,,0,,.11111111,3,4,3,0,1,.66666669,.33333334,.5,1,0,0,0,166,50,3,16,12,2.17668652797e-17,.5555555555555556,2,16,2.58704361412e-15,.2720588235294117,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.5
5057,2021,480,0,,,3_2_2,3,2,1,32,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,15,4.09027370697e-17,.7904761904761904,0,2,7.22850421592e-16,0,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,,,2,
5058,2021,480,1,0,1,3_2_2,3,2,1,32,1,2008,13,0,0,20,10,90,100,5,100,5,,0,A),B),A),,,,,,,0,,.44444445,2,3,2,.16666667,1,0,.66666669,.5,1,0,0,0,154,40,5,14,13,6.99177375450e-17,.4970760233918129,12,7,2.94212803174e-15,.4264705882352941,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.5
5059,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,0,20,10,30,100,0,100,100,,0,A),A),B),,,,,,,0,,.44444445,2,4,4,.33333334,1,.66666669,.66666669,.66666669,1,0,0,0,165,75,7,44,12,7.05977437924e-17,.2685990338164251,46,3,6.13788779036e-15,.2220166512488437,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.40000001
5060,2021,480,1,0,1,3_2_2,3,2,1,32,1,2008,13,1,0,10,10,50,50,1,0,70,,0,A),A),B),,,,,,,0,,.44444445,4,4,3,.66666669,0,.66666669,.33333334,.5,1,0,0,0,,,5,5,2,3.87150902197e-17,.6,9,5,2.73922265024e-15,.4242424242424243,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,2,2,.60000002
5061,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,0,20,10,90,100,5,100,70,,0,A),A),A),,,,,,,0,,.11111111,3,4,3,.83333331,1,.66666669,.66666669,.5,1,0,0,0,175,75,5,14,16,2.23949143677e-17,.6140350877192983,7,22,4.18492349343e-15,.3043478260869565,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.69999999
5062,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,0,20,10,20,100,0,100,100,,0,A),A),B),,,,,,,0,,.11111111,4,4,4,.83333331,0,.66666669,.66666669,.66666669,0,0,0,0,150,48,4,16,17,2.47380854192e-17,.5190476190476191,1,14,2.38413823262e-15,.3076923076923077,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.60000002
5063,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,1,10,10,100,100,1,5,99,,0,A),B),B),,,,,,,0,,.44444445,3,4,3,.16666667,0,.66666669,.33333334,.5,1,0,0,0,165,51,3,27,11,5.89925883851e-17,.417989417989418,2,15,2.43486457799e-15,.2720588235294117,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,1
5064,2021,480,1,0,1,3_2_2,3,2,1,32,1,2008,13,1,0,0,0,100,100,5,0,100,,0,A),A),A),,,,,,,0,,0,2,4,3,0,1,0,.33333334,.66666669,1,0,1,1,,,7,11,8,4.30412190733e-17,.419047619047619,2,12,2.30804871456e-15,.5054945054945055,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.80000001
5065,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,1,35,10,40,70,0,100,95,,0,A),A),A),,,,,,,0,,1,2,4,4,.33333334,0,.33333334,.33333334,.5,1,0,0,0,170,48,4,21,14,6.01756305515e-17,.3723076923076923,10,3,2.16855126478e-15,.4358974358974359,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.69999999
5066,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,0,20,10,100,100,2,100,100,,0,A),B),A),,,,,,,0,,.77777779,4,4,4,1,1,.33333334,.66666669,.5,1,0,1,1,167,50,4,19,18,6.72411032775e-18,.4891304347826087,5,12,2.81531216831e-15,.2948717948717949,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.60000002
5067,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,1,99,99,100,50,29,1,100,,0,A),B),A),,,,,,,0,,.77777779,2,4,1,.66666669,0,0,.33333334,.83333331,1,0,3,1,130,32,,29,9,4.65120781329e-17,.3956989247311828,2,6,1.57251670662e-15,.6071428571428571,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,,2,.89999998
5068,2021,480,1,0,1,3_2_2,3,2,1,32,0,2008,13,1,0,10,10,100,100,0,5,50,,0,A),A),A),,,,,,,0,,.77777779,3,4,4,0,1,.33333334,.33333334,.66666669,1,0,0,0,160,48,3,25,14,2.62527864359e-17,.396011396011396,55,16,7.60895180623e-15,.1533653846153846,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.5
5069,2021,480,1,0,1,3_2_2,3,2,1,32,1,2008,13,1,0,20,10,90,100,0,100,99,,0,A),A),A),,,,,,,0,,1,4,4,4,.66666669,1,1,.66666669,.16666667,1,0,0,0,155,,5,8,8,7.29506903045e-17,.4090909090909091,0,3,8.11621525998e-16,1,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.5
5070,2021,480,1,0,1,3_2_2,3,2,1,32,1,2007,14,1,0,99,99,5,90,0,100,50,,0,A),B),A),,,,,,,0,,0,2,2,2,.16666667,0,.66666669,0,.66666669,1,0,0,0,,,3,0,10,9.83002434214e-18,.8,3,23,3.70302321237e-15,.3320158102766798,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.5
5071,2021,480,1,0,1,3_2_2,3,2,1,32,1,2008,13,0,0,20,10,90,70,0,100,90,,0,A),A),A),,,,,,,0,,.33333334,3,3,4,.33333334,0,.66666669,.33333334,.5,1,0,0,0,163,,4,10,16,6.20005115464e-17,.6535947712418301,7,3,1.97832746962e-15,.5777777777777778,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.69999999
5072,2021,480,1,0,1,3_2_2,3,2,1,32,1,2006,15,1,0,10,10,20,50,0,100,50,,0,B),B),B),,,,,,,0,,0,3,4,3,.5,1,.66666669,0,.66666669,1,0,0,0,160,61,5,17,8,2.09283513057e-17,.5947712418300654,4,19,3.44939148549e-15,.3952380952380953,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,3,2,.80000001
5073,2021,480,1,0,1,3_2_2,3,2,1,32,1,2008,13,1,0,0,0,98,100,0,0,100,,0,A),A),A),,,,,,,0,,.44444445,1,3,3,0,1,0,.33333334,.66666669,1,0,0,0,,,5,22,13,5.67290312170e-17,.3507692307692308,0,5,1.14134277093e-15,.7,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,3,2,.69999999
5074,2021,480,1,0,1,3_2_2,3,2,1,32,1,2008,13,1,0,20,20,100,100,5,100,90,,0,A),A),B),,,,,,,0,,.66666669,4,4,3,.83333331,1,.66666669,.66666669,.5,1,0,1,1,158,41,3,13,15,3.14110958510e-17,.6176470588235294,5,21,4.15956032074e-15,.2727272727272727,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.69999999
5075,2021,480,0,,,3_2_2,3,2,1,32,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,10,1.42518802865e-17,.8666666666666667,0,10,1.76274050178e-15,.3777777777777778,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,,,2,
5076,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,0,20,10,100,100,0,100,50,,0,A),A),A),,,,,,,0,,.22222222,2,0,2,.5,1,1,.66666669,.33333334,1,0,0,0,150,36,3,14,16,5.81870133888e-17,.3463203463203463,13,6,2.73922265024e-15,.2573529411764706,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,1,2,.60000002
5077,2021,480,1,0,1,3_2_2,3,2,2,32,0,2007,14,1,0,20,10,10,100,0,100,5,,0,B),B),B),,,,,,,0,,0,2,4,2,.83333331,1,.66666669,.66666669,.33333334,1,0,0,0,166,50,4,17,4,2.86678898879e-17,.5147058823529411,7,11,2.63776995949e-15,.4411764705882353,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.80000001
5078,2021,480,0,,,3_2_2,3,2,2,32,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,2,1.21480988249e-17,1,0,14,2.16855126478e-15,.4505494505494505,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,,,2,
5079,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,0,25,10,50,100,0,100,100,,0,A),A),A),,,,,,,0,,.77777779,4,4,3,0,1,.33333334,.66666669,.66666669,1,0,0,0,172,75,6,16,12,2.32127216862e-17,.6838235294117647,13,3,2.46022775068e-15,.3916666666666667,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,1,2,.60000002
5080,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,0,0,25,5,5,50,2,100,70,,0,A),B),A),,,,,,,0,,.33333334,3,4,3,.66666669,1,.66666669,.66666669,.83333331,0,0,0,0,165,39,3,20,12,5.13216044496e-17,.5238095238095238,9,8,3.14503341324e-15,.4242424242424243,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.5
5081,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,1,20,10,20,999,0,999,90,,0,A),B),A),,,,,,,99,,.44444445,4,4,4,.83333331,1,.66666669,.66666669,.66666669,1,0,0,0,165,52,4,15,19,8.74077112785e-18,.5021645021645021,11,6,2.96749120443e-15,.4285714285714285,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,2,2,.40000001
5082,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,50,20,55,80,6,80,80,,0,A),A),A),,,,,,,0,,.8888889,2,2,3,.16666667,0,.66666669,.33333334,1,0,0,0,0,148,44,,11,8,3.51558228193e-17,.6538461538461539,4,6,1.73737732909e-15,.4222222222222222,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,1,2,.60000002
5083,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,0,1,20,10,75,100,0,100,100,,0,A),B),A),,,,,,,0,,1,1,2,3,1,1,1,,.5,1,0,0,0,162,54,4,17,22,1.20367933522e-17,.5144927536231885,0,3,1.00184532115e-15,.6666666666666666,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.69999999
5084,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,0,0,20,10,50,50,50,100,100,,0,A),A),A),,,,,,,0,,1,4,4,3,.5,1,.66666669,.33333334,.5,1,0,0,0,165,48,4,16,14,1.68514480161e-17,.5052631578947369,3,2,9.25755803092e-16,.7,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.69999999
5085,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,20,10,50,100,0,100,98,,0,A),A),B),,,,,,,0,,1,2,4,4,.66666669,1,.66666669,.33333334,.5,1,0,0,0,170,50,4,16,17,3.49035655587e-17,.5210526315789474,15,16,4.71755011986e-15,.3105413105413106,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.80000001
5086,2021,480,0,,,3_2_2,3,2,2,32,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,4,1.59678740651e-17,.6666666666666666,0,4,8.81370250889e-16,.8333333333333334,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,,,2,
5087,2021,480,1,0,0,3_2_2,3,2,2,32,0,2008,13,1,0,20,10,25,999,0,999,999,,0,A),B),B),,,,,,,0,,.66666669,4,4,4,.66666669,1,.66666669,.66666669,.66666669,1,0,0,0,165,65,6,1,18,2.73607599960e-17,.5380116959064327,28,6,4.15956032074e-15,.221505376344086,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,3,1,2,.69999999
5088,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,0,1,25,25,75,100,10,100,75,,0,B),A),B),,,,,,,0,,.11111111,4,4,2,0,1,.66666669,.33333334,.66666669,1,0,2,1,,,3,18,9,6.50512657966e-17,.4269005847953216,7,11,2.94212803174e-15,.3916666666666667,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.1
5089,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,10,10,90,100,0,100,100,,0,A),A),A),,,,,,,0,,.77777779,2,4,4,0,1,.33333334,.33333334,.5,1,0,0,0,,,2,10,14,2.98893784067e-17,.6857142857142857,2,10,2.42218299165e-15,.4393939393939394,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,3,2,.69999999
5090,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,50,2,50,100,50,100,100,,0,A),A),A),,,,,,,0,,.33333334,1,3,2,.66666669,1,.66666669,.33333334,.66666669,1,0,0,0,152,40,3,3,16,4.54755412022e-17,.4836601307189542,19,17,4.81900281061e-15,.2413793103448276,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.5
5091,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,0,10,10,100,100,0,100,100,,0,A),A),A),,,,,,,0,,0,2,4,4,0,1,0,.33333334,.5,1,0,0,0,170,60,4,7,7,1.86508487063e-17,.9722222222222222,4,13,2.68849630487e-15,.419047619047619,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.69999999
5092,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,0,20,10,50,100,0,100,95,,0,A),A),A),,,,,,,0,,1,2,4,4,.66666669,1,.66666669,.33333334,.5,0,0,0,0,157,48,4,14,19,1.66882845661e-17,.5947368421052632,17,11,4.21028666612e-15,.27,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.80000001
5093,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,30,25,95,100,0,100,85,,0,A),B),B),,,,,,,0,,.66666669,3,3,3,1,1,.33333334,.33333334,.66666669,1,0,0,0,,,6,20,14,5.79105475348e-17,.3715415019762846,22,9,4.18492349343e-15,.2407407407407407,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.40000001
5094,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,10,10,80,100,0,100,100,,0,A),A),A),,,,,,,0,,0,2,4,2,0,1,.33333334,.33333334,.5,1,0,2,1,162,52,3,10,16,2.69420666566e-17,.5661764705882353,39,16,6.79733028024e-15,.2,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,3,2,.69999999
5095,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,1,20,5,98,100,10,100,50,,0,A),A),A),,,,,,,1,,.8888889,3,4,3,.83333331,1,.66666669,.66666669,.66666669,1,0,0,0,163,54,5,15,11,3.48597592994e-17,.7,14,5,3.70302321237e-15,.4338235294117647,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.69999999
5096,2021,480,0,,,3_2_2,3,2,2,32,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,2,1.18546373141e-17,1,0,13,1.63592463834e-15,.3846153846153846,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,,,2,
5097,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,10,10,0,50,0,100,99,,0,A),B),A),,,,,,,99,,.55555558,3,4,2,.83333331,1,.66666669,.66666669,.66666669,0,0,0,0,,,4,10,10,5.21974037232e-17,.6794871794871794,3,16,2.94212803174e-15,.4269005847953216,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.5
5098,2021,480,1,0,1,3_2_2,3,2,2,32,1,2007,14,1,0,10,20,10,20,0,0,65,,0,B),A),B),,,,,,,0,,.55555558,2,4,4,.33333334,0,.33333334,0,.66666669,1,0,0,0,,,4,10,9,4.79451727327e-17,.8909090909090909,4,11,2.28268554187e-15,.4102564102564103,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,1
5099,2021,480,1,1,1,3_2_2,3,2,2,32,0,2008,13,1,0,20,10,90,67,2,100,50,,0,A),A),A),,,,,,,0,,.66666669,4,4,4,1,1,.33333334,.33333334,.66666669,0,0,0,0,,,3,31,12,1.23713403061e-17,.3863636363636364,2,6,1.85151160618e-15,.6428571428571429,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.80000001
5100,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,1,5,5,0,0,0,50,50,,0,A),A),A),,,,,,,0,,.33333334,2,4,2,.83333331,1,.66666669,.33333334,.66666669,1,0,0,0,165,50,4,41,18,1.14073972336e-17,.3268292682926829,25,4,3.65229686699e-15,.2301587301587302,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.5
5101,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,0,20,10,50,60,0,100,100,,0,A),B),A),,,,,,,0,,.44444445,2,4,3,.66666669,0,.33333334,.33333334,.16666667,0,0,2,1,160,60,7,14,17,0,.5064935064935066,9,8,2.66313313218e-15,.2948717948717949,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.89999998
5102,2021,480,1,0,1,3_2_2,3,2,2,32,1,2008,13,1,0,50,50,50,100,50,100,100,,0,A),A),A),,,,,,,0,,.66666669,2,2,3,.83333331,1,.66666669,.33333334,.5,0,0,0,0,164,45,3,10,10,3.53162361309e-17,.5428571428571428,2,8,1.87687477887e-15,.3888888888888889,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,2,2,.5
5103,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,1,20,10,40,90,1,100,70,,0,A),B),B),,,,,,,0,,.8888889,3,4,4,.83333331,1,.66666669,.66666669,.5,1,0,2,1,173,51,4,10,21,1.72478775241e-17,.4387351778656127,9,5,2.07978016037e-15,.3090909090909091,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.5
5104,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,0,1,20,10,35,86,1,999,65,,0,A),A),B),,,,,,,0,,.77777779,3,4,3,.16666667,1,.66666669,.66666669,.83333331,0,0,2,1,168,45,3,9,17,8.88093382872e-18,.5751633986928105,9,7,2.35877505993e-15,.3090909090909091,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.60000002
5105,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,1,1,80,90,50,75,5,100,75,,0,A),B),B),,,,,,,0,,.11111111,2,2,3,1,1,.66666669,.66666669,.33333334,0,0,0,0,,,6,14,13,1.80692708085e-17,.5906432748538012,6,8,2.38413823262e-15,.4848484848484848,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.69999999
5106,2021,480,1,0,1,3_2_2,3,2,2,32,0,2007,14,1,0,10,10,15,22,0,100,30,,0,A),B),B),,,,,,,0,,.77777779,0,3,0,.66666669,0,.66666669,.33333334,.66666669,1,0,0,0,163,45,4,10,16,2.13443285872e-17,.5661764705882353,4,6,1.94028271059e-15,.5111111111111111,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.69999999
5107,2021,480,1,0,1,3_2_2,3,2,2,32,0,2008,13,0,0,20,10,20,100,90,100,70,,0,A),B),B),,,,,,,0,,.44444445,4,3,3,.66666669,0,.33333334,.66666669,.33333334,1,0,2,1,154,61,6,8,13,3.01125613680e-17,.6483516483516484,2,3,1.16036515045e-15,.7,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.5
5108,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,50,10,80,6,0,100,40,,0,A),A),A),,,,,,,0,,0,2,4,2,.16666667,1,.66666669,0,.5,1,0,0,0,,70,7,4,12,5.91379351878e-17,.3296703296703297,3,15,3.11967024056e-15,.4052287581699346,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,3,2,.60000002
5109,2021,480,1,0,1,3_2_2,3,2,3,33,0,2008,13,1,0,20,90,50,100,20,100,50,,0,A),A),A),,,,,,,99,,.8888889,2,4,2,.5,0,.66666669,.33333334,.66666669,0,0,0,0,,,,20,16,1.43370220239e-16,.6600790513833993,3,5,1.55983512028e-15,.4761904761904762,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.5
5110,2021,480,1,0,1,3_2_2,3,2,3,33,0,2008,13,0,0,20,90,50,80,10,100,80,,0,A),A),A),,,,,,,1,,.11111111,4,4,3,.66666669,1,.66666669,.33333334,.5,1,0,2,1,175,65,5,15,17,1.18316896904e-16,.7421052631578947,2,2,7.48213594280e-16,1,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,0,,2,.5
5111,2021,480,1,0,1,3_2_2,3,2,3,33,0,2008,13,1,0,25,75,75,50,0,100,100,,0,A),A),A),,,,,,,0,,.11111111,4,4,4,0,1,.66666669,.33333334,.5,0,0,0,0,180,60,4,18,22,1.13765673872e-16,.4841269841269841,10,12,3.22112293131e-15,.2514619883040936,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,3,4,2,.5
5112,2021,480,1,0,1,3_2_2,3,2,3,33,0,2008,13,1,0,20,10,10,15,2,99,80,,0,A),B),A),,,,,,,0,,.33333334,3,3,4,.83333331,1,.66666669,.66666669,.66666669,1,0,0,0,172,52,4,15,17,1.01844302167e-16,.6157894736842104,4,7,2.00369064231e-15,.5777777777777778,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.5
5113,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,20,10,30,100,1,100,95,,0,B),A),B),,,,,,,0,,1,2,2,2,1,1,.66666669,.33333334,.5,1,0,0,0,157,50,2,18,21,1.38812914420e-16,.4466666666666667,4,7,1.81346684715e-15,.4888888888888889,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.5
5114,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,10,10,100,100,0,100,100,,0,A),A),A),,,,,,,0,,0,4,4,4,1,1,.66666669,.66666669,.16666667,1,0,0,0,,47,2,12,14,6.67952282491e-17,.4264705882352941,10,21,3.95665493924e-15,.2165242165242165,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,2,3,2,.5
5115,2021,480,1,0,1,3_2_2,3,2,3,33,0,2007,14,1,0,20,10,30,99,80,100,60,,0,A),B),B),,,,,,,0,,0,2,4,3,0,1,.33333334,.33333334,.5,1,0,0,0,167,62,5,18,17,1.25042901645e-16,.6406926406926408,4,9,2.19391443746e-15,.3939393939393939,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,3,4,2,.60000002
5116,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,20,10,80,100,1,100,95,,0,A),A),B),,,,,,,0,,.77777779,1,3,2,1,1,.66666669,.33333334,.5,1,0,0,0,160,50,3,27,16,1.68256592129e-16,.524731182795699,58,8,7.10168835248e-15,.1676361713379164,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.5
5117,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,50,20,50,80,0,100,90,,0,A),A),A),,,,,,,0,,.11111111,3,4,2,1,1,0,.66666669,.5,1,0,0,0,,48,2,4,10,5.92994035860e-17,.5636363636363637,16,26,5.47844530049e-15,.2840336134453781,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.5
5118,2021,480,1,0,1,3_2_2,3,2,3,33,0,2008,13,1,0,20,10,10,35,3,99,92,,0,A),B),A),,,,,,,1,,.33333334,3,3,3,.66666669,1,.66666669,.66666669,.66666669,1,0,0,0,152,51,4,15,18,1.10419419198e-16,.541501976284585,3,5,1.23011387534e-15,.5,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.60000002
5119,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,20,10,40,99,10,100,100,,0,A),A),A),,,,,,,0,,.77777779,3,4,3,0,1,.33333334,0,.66666669,0,0,0,0,,,8,12,15,1.05633195050e-16,.4640522875816994,24,6,4.33710252955e-15,.3152709359605911,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.69999999
5120,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,20,10,35,90,40,95,50,,0,A),A),A),,,,,,,0,,.66666669,4,4,3,.16666667,1,.33333334,.33333334,.16666667,1,0,0,0,148,30,2,10,10,9.95994051890e-17,.8484848484848485,7,4,2.04173540134e-15,.5454545454545454,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.30000001
5121,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,20,10,50,100,1,100,50,,0,A),B),A),,,,,,,0,,.33333334,1,2,2,0,1,.66666669,.33333334,.66666669,1,0,0,0,150,48,3,18,12,1.39127964668e-16,.5857142857142856,5,6,2.18123285112e-15,.5636363636363637,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,2,2,.69999999
5122,2021,480,1,0,1,3_2_2,3,2,3,33,0,2008,13,1,0,20,10,70,45,75,0,99,,0,A),B),A),,,,,,,0,,.66666669,3,3,3,0,1,.33333334,.66666669,.66666669,0,1,0,0,165,49,4,15,20,1.35312680387e-16,.5714285714285714,8,5,2.16855126478e-15,.5512820512820512,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.69999999
5123,2021,480,1,0,1,3_2_2,3,2,3,33,1,2008,13,1,0,20,10,67,94,7,100,70,,0,B),B),A),,,,,,,0,,.8888889,2,2,3,0,1,.66666669,.66666669,.33333334,1,0,0,0,,,,32,23,1.95349125771e-16,.4901960784313725,0,4,9.95504527982e-16,.5,.1405713058419244,26.98969072164948,.093213058419244,17.89690721649485,2,2,1,1,1,2,.60000002
