usuario_id,yeardone,study,privacy,dropout,device,net_id,school,grade,group,class_size,gender,yearbirth,age_assumed,siblings,left_hand,delavande__apple20,delavande__apple10,delavande__riceweek,delavande__ricemoth,delavande__sch0,delavande__bath100,delavande__uni,delavande__study,delavande_slider,socpref1,socpref2,socpref3,sp1,sp2,sp3,sp4,sp5,sp6,migrant,repeater,gpaN,moodalone,moodfun,moodgeneral,patienceN,cns_td,crtN,finN,riskyN,cns_risk,self_bullying,n_others_bullying,others_bullying,height,weight,obesity,outdegreef,indegreef,eigenvectorf,clusteringf,outdegreee,indegreee,eigenvectore,clusteringe,density_f,average_degree_f,density_e,average_degree_e,schooltype,schooltown,schoolprov,nsiblings,rankbrother,stage,stairsN
12041,2022,1626,1,0,3,13_2_1,13,1,3,30,1,2010,12,0,0,45,25,70,100,2,100,99,100,0,,,,A),A),A),A),A),A),0,0,.8888889,2,4,4,0,1,.33333334,.33333334,.33333334,0,0,0,0,160,,5,23,7,2.57220063729e-17,.2866666666666667,7,6,2.20058256816e-16,.2878787878787878,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,0,,2,.69999999
12042,2022,1626,1,0,3,13_2_1,13,1,3,30,0,2010,12,1,0,63,32,82,100,0,0,91,100,1,,,,A),A),A),B),B),A),0,0,.77777779,4,4,4,0,1,.66666669,0,.66666669,0,0,0,0,155,46,4,8,16,6.87575326218e-17,.2770562770562771,21,1,6.05818225164e-17,.1601731601731602,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.89999998
12043,2022,1626,1,0,3,13_2_1,13,1,3,30,1,2010,12,1,0,6,8,85,100,0,100,18,100,1,,,,A),A),A),A),A),A),0,0,.11111111,3,4,3,.83333331,1,.66666669,0,.66666669,0,0,0,0,164,54,4,8,15,1.36049661598e-17,.3333333333333334,1,10,2.20762264912e-16,.3272727272727273,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.40000001
12044,2022,1626,1,0,2,13_2_1,13,1,3,30,0,2010,12,1,0,20,10,35,95,0,100,93,100,1,,,,A),A),A),A),A),A),0,0,.44444445,3,3,3,0,1,.66666669,.33333334,.66666669,1,0,0,0,,,3,6,11,5.17433444673e-17,.4358974358974359,5,2,1.08611915684e-17,.1904761904761905,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,2,3,2,.5
12045,2022,1626,1,0,3,13_2_1,13,1,3,30,1,2010,12,1,0,15,15,100,100,0,100,100,100,0,,,,A),A),A),A),A),A),0,0,.8888889,2,3,3,.83333331,0,.33333334,0,.66666669,1,0,0,0,150,41,1,18,12,3.94274831318e-17,.3415384615384615,4,16,3.82695798714e-16,.2473684210526316,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,2,1,2,1
12046,2022,1626,1,0,3,13_2_1,13,1,3,30,1,2008,14,1,1,30,10,100,100,0,100,50,60,1,,,,A),A),A),A),A),A),0,1,0,3,4,3,.83333331,1,.66666669,0,.66666669,1,0,0,0,158,,8,5,5,3.16386286506e-17,.5238095238095238,0,5,1.19254821970e-16,.3,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.5
12047,2022,1626,1,0,3,13_2_1,13,1,3,30,0,2008,14,1,0,38,50,88,87,96,74,0,39,1,,,,A),A),A),A),A),A),1,1,.22222222,1,3,1,.66666669,0,.33333334,0,.66666669,1,0,0,0,,80,5,13,8,3.27310018726e-17,.2573099415204678,1,1,4.89816449826e-17,1,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,2,1,2,.69999999
12048,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2010,12,1,0,10,20,60,100,10,100,50,100,1,,,,A),B),A),B),A),A),0,0,.77777779,3,4,3,.66666669,0,.66666669,.33333334,.66666669,0,0,0,0,,40,2,24,19,3.00631544725e-18,.2931034482758621,8,8,2.59651969565e-16,.175,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,3,2,2,.80000001
12049,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2010,12,1,0,20,11,100,100,0,100,100,100,1,,,,A),B),A),A),B),A),0,0,1,3,4,4,.33333334,0,.33333334,0,.83333331,0,0,0,0,160,47,2,12,15,0,.4,4,21,4.07143077596e-16,.2687747035573123,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.89999998
12050,2022,1626,1,0,3,13_2_1,13,1,4,30,1,,12,0,0,0,0,0,0,0,0,20,50,1,,,,B),B),B),B),B),A),0,1,0,2,2,2,.5,1,.33333334,0,1,0,0,1,1,,,7,4,5,8.66851616750e-18,.4166666666666667,0,3,6.81017570306e-17,.6666666666666666,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,0,,2,1
12051,2022,1626,1,0,2,13_2_1,13,1,4,30,0,2010,12,1,0,75,35,50,75,15,100,50,100,0,,,,A),A),A),A),A),A),0,0,0,4,2,3,.5,0,.66666669,0,.5,1,0,0,0,,,6,17,8,8.76246569900e-17,.2631578947368421,10,8,2.79049641575e-16,.1911764705882353,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,3,4,2,.5
12052,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2009,13,1,0,76,76,100,100,0,100,100,100,1,,,,A),B),A),B),B),A),0,1,.77777779,3,3,2,.83333331,0,.33333334,.33333334,.5,0,0,0,0,,54,5,8,11,0,.712121212121212,3,5,2.13177220587e-16,.5238095238095238,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.60000002
12053,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2010,12,1,0,49,50,50,60,0,0,100,100,0,,,,A),B),A),A),A),A),1,0,.55555558,2,4,3,.5,0,.66666669,0,.66666669,1,0,0,0,164,,3,18,19,0,.3804347826086957,1,6,2.29218623168e-16,.5714285714285714,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.69999999
12054,2022,1626,1,0,3,13_2_1,13,1,4,30,0,2009,13,1,0,10,10,50,100,0,100,90,100,0,,,,A),A),A),A),A),A),0,1,0,4,4,4,1,1,.66666669,.66666669,.66666669,1,0,0,0,165,50,2,8,9,2.03059911690e-17,.4505494505494505,1,1,5.74359793948e-17,1,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,3,4,2,.69999999
12055,2022,1626,1,0,3,13_2_1,13,1,4,30,0,2010,12,1,1,15,10,70,30,30,10,90,100,0,,,,A),A),A),A),A),A),0,0,.33333334,4,4,2,.83333331,1,.33333334,0,.66666669,1,0,0,0,164,42,4,3,23,2.35106349130e-17,.3514492753623188,1,6,8.07102100801e-17,.1904761904761905,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.69999999
12056,2022,1626,1,0,2,13_2_1,13,1,4,30,1,2010,12,1,0,10,1,50,100,11,100,47,100,1,,,,A),A),B),A),A),B),0,0,.44444445,2,3,2,.33333334,0,.66666669,.33333334,.83333331,1,0,0,0,,33,1,10,13,4.08200838720e-17,.3,2,5,1.49598824849e-16,.4666666666666667,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.5
12057,2022,1626,1,0,3,13_2_1,13,1,4,30,0,2010,12,1,0,10,1,18,100,0,100,50,100,1,,,,A),A),A),A),A),A),0,0,.33333334,3,3,3,.83333331,1,.66666669,.66666669,.66666669,1,0,0,0,,65,8,9,24,0,.3840579710144928,13,5,1.77514598394e-16,.225,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,2,2,2,.5
12058,2022,1626,1,0,2,13_2_1,13,1,4,30,1,2010,12,1,0,1,1,50,100,21,100,100,100,1,,,,A),A),A),A),A),A),0,0,.77777779,1,4,3,0,1,.66666669,0,.66666669,1,0,0,0,,50,5,13,13,1.34102582757e-17,.5238095238095238,1,2,1.15201117124e-16,1,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,2,2,2,.5
12059,2022,1626,1,1,3,13_2_1,13,1,4,30,1,2010,12,1,0,27,9,50,100,0,100,55,100,1,,,,A),A),A),A),A),A),0,0,.11111111,4,4,3,.66666669,1,.66666669,.33333334,.83333331,1,0,0,0,,,,4,9,2.47497980376e-17,.4909090909090909,2,6,7.65416538180e-17,.1785714285714286,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.5
12060,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2009,13,1,0,30,10,30,70,20,100,75,100,1,,,,A),A),A),A),A),A),0,1,.33333334,2,2,3,.16666667,1,.66666669,.33333334,1,0,0,0,0,,,8,11,14,0,.5714285714285714,2,11,3.48322449798e-16,.3205128205128205,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.60000002
12061,2022,1626,1,0,3,13_2_1,13,1,4,30,0,2010,12,1,1,20,5,85,100,65,100,95,100,1,,,,A),A),A),A),A),A),0,0,.44444445,4,4,3,.16666667,0,.33333334,.33333334,.66666669,1,0,0,0,156,39,3,14,21,0,.36,1,3,6.53174924972e-17,.3333333333333333,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.60000002
12062,2022,1626,1,0,2,13_2_1,13,1,4,30,1,2010,12,1,0,25,10,67,100,4,100,69,84,1,,,,A),A),A),A),A),A),0,0,.11111111,3,3,3,.83333331,1,.66666669,.33333334,.5,1,0,0,0,155,35,4,9,15,2.13253748166e-17,.3529411764705883,0,5,1.25213360333e-16,.4,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,3,2,2,.5
12063,2022,1626,1,0,2,13_2_1,13,1,4,30,0,2010,12,1,1,95,98,20,100,0,100,100,100,0,,,,B),A),B),A),A),A),0,0,.22222222,4,4,2,.66666669,0,0,0,.5,1,0,0,0,,,5,10,18,0,.3766233766233766,7,10,2.04525080128e-16,.1470588235294118,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.69999999
12064,2022,1626,1,0,2,13_2_1,13,1,4,30,1,2010,12,1,1,10,10,50,100,0,100,50,50,0,,,,B),B),B),A),A),B),0,0,.77777779,0,1,1,1,1,0,0,.66666669,1,0,0,0,136,35,3,3,11,2.06300337878e-17,.3272727272727273,1,14,3.30829642612e-16,.2380952380952381,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.2
12065,2022,1626,1,0,3,13_2_1,13,1,4,30,0,2010,12,1,0,20,7,100,100,0,100,95,100,1,,,,A),A),A),A),A),A),0,0,.8888889,4,3,3,.83333331,1,.33333334,.33333334,.66666669,1,0,0,0,156,42,4,13,20,0,.3933333333333333,5,4,1.11066219881e-16,.1111111111111111,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.60000002
12066,2022,1626,1,1,3,13_2_1,13,1,4,30,0,,12,1,0,,,,,,,,,,,,,,,,,,,1,1,.44444445,,,,,,,,,,0,2,1,,,,1,3,5.17819918917e-18,.1666666666666667,2,27,4.45250609335e-16,.2010582010582011,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,2,3,2,
12067,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2010,12,1,0,20,10,70,100,50,100,85,100,0,,,,A),A),B),B),A),B),0,0,1,2,2,3,.5,0,.66666669,.33333334,.66666669,0,0,0,0,,,4,6,11,4.19409207054e-17,.4909090909090909,7,12,4.75489311182e-16,.3676470588235294,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,2,2,2,.5
12068,2022,1626,1,0,2,13_2_1,13,1,4,30,0,2010,12,1,0,25,15,48,100,1,100,96,98,0,,,,A),A),B),A),B),A),0,0,1,3,4,4,0,1,.66666669,.33333334,1,0,0,0,0,,58,4,28,13,0,.2816399286987523,0,4,8.75352720534e-17,.5,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.69999999
12069,2022,1626,1,0,3,13_2_1,13,1,4,30,0,2010,12,1,0,20,5,80,100,80,100,90,100,0,,,,A),A),A),A),A),A),0,0,.44444445,3,3,3,.5,1,.33333334,.66666669,.66666669,1,0,0,0,153,35,3,3,13,1.33277994542e-17,.4615384615384615,1,3,3.75177859764e-17,.6666666666666666,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,3,2,.5
12070,2022,1626,1,0,2,13_2_1,13,1,4,30,1,2010,12,1,0,25,10,100,100,0,100,100,100,1,,,,A),A),A),B),A),A),1,0,0,4,4,4,.83333331,1,.33333334,.66666669,.66666669,1,0,0,0,160,48,3,17,16,0,.3809523809523809,5,8,2.31567759837e-16,.2435897435897436,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,3,4,2,.5
12071,2022,1626,1,0,2,13_2_1,13,1,4,30,0,2010,12,1,0,2,1,48,100,0,100,97,100,0,,,,A),A),A),A),A),A),0,0,.8888889,3,4,3,.83333331,1,0,0,.66666669,1,0,1,1,,30,3,19,6,6.31936478183e-17,.2987012987012987,6,12,3.04966845301e-16,.2761904761904762,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,1
12072,2022,1626,1,0,2,13_2_1,13,1,4,30,0,2010,12,1,0,30,10,60,100,30,100,59,55,0,,,,A),B),B),B),A),B),1,0,.8888889,3,2,1,.83333331,1,.66666669,.33333334,.16666667,1,0,0,0,,,3,6,15,2.63840064678e-17,.4338235294117647,2,4,9.87151876009e-17,.7,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,8,7,2,.5
12073,2022,1626,1,0,2,13_2_1,13,1,4,30,0,2008,14,1,1,100,100,83,18,50,50,4,0,1,,,,B),B),B),A),B),B),0,0,.22222222,4,4,4,.33333334,0,.33333334,0,.5,0,1,0,0,,,8,10,7,5.27237919846e-17,.2416666666666667,11,3,1.03947872399e-16,.3186813186813187,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,4,1,2,1
12074,2022,1626,1,0,2,13_2_1,13,1,4,30,1,2010,12,1,0,10,5,70,80,1,100,90,100,1,,,,A),A),A),A),A),A),0,0,1,3,3,3,.33333334,0,.66666669,.33333334,.5,1,0,0,0,,41,3,11,13,9.18104311264e-18,.4852941176470588,1,11,2.78963470023e-16,.3636363636363636,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,1,2,.5
12075,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2010,12,1,0,20,10,50,85,3,95,50,99,1,,,,A),A),A),A),A),A),0,0,.33333334,2,3,2,.83333331,1,.66666669,0,.66666669,1,0,0,0,145,32,2,12,14,1.69060153471e-17,.392156862745098,3,9,3.23884592477e-16,.3333333333333333,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,3,3,2,.5
12076,2022,1626,1,0,3,13_2_1,13,1,4,30,1,2010,12,1,0,10,10,40,90,30,100,98,100,0,,,,A),A),A),A),A),A),1,0,.77777779,2,3,3,.5,0,.33333334,.33333334,.5,1,0,0,0,140,39,5,16,20,5.16662864657e-17,.2407407407407407,1,5,1.83591756285e-16,.8,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,1,2,2,.5
12077,2022,1626,1,0,2,13_2_1,13,1,4,30,0,2010,12,0,0,20,10,18,100,0,100,65,100,0,,,,A),A),A),A),A),A),0,0,.8888889,2,2,3,1,1,.66666669,0,.33333334,1,0,0,0,150,45,5,7,9,5.87661437276e-17,.4727272727272728,9,11,3.30864006799e-16,.2280701754385965,.1013305322128852,24.11666666666667,.0484593837535014,11.53333333333333,2,10,5,0,,2,.60000002
12078,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,50,50,69,100,50,50,50,100,1,,,,A),B),A),A),A),A),0,0,.11111111,3,4,4,.16666667,1,0,.33333334,.66666669,1,0,0,0,151,47,5,5,9,1.97779376138e-17,.5909090909090909,0,4,6.37890209431e-17,.5,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.40000001
12079,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,20,10,91,100,0,100,100,100,1,,,,A),A),B),A),A),B),0,0,1,3,4,3,.66666669,1,1,.33333334,.66666669,1,0,0,0,170,53,4,5,7,2.33987335385e-17,.7555555555555555,1,5,7.26809961021e-17,.4,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,1,2,.60000002
12080,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,50,50,50,100,0,100,100,100,0,,,,B),B),A),A),A),B),0,0,1,4,4,4,.16666667,1,.33333334,0,.5,1,0,0,0,160,50,4,17,8,4.21311254249e-17,.4705882352941176,4,3,9.83076789662e-17,.3333333333333334,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,1,2,.1
12081,2022,1625,1,0,2,13_2_2,13,2,1,31,0,2007,15,1,0,1,99,2,8,0,0,30,60,0,,,,B),B),A),B),B),A),0,0,0,3,4,2,.66666669,1,.33333334,0,.5,1,0,1,1,,70,6,1,5,2.25025589427e-17,.5333333333333333,1,2,3.21307788742e-17,.6666666666666666,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,2,2,.5
12082,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,20,10,50,100,90,100,100,100,0,,,,A),A),A),A),A),B),0,0,.77777779,2,3,3,.83333331,1,.66666669,.33333334,.66666669,1,0,0,0,165,41,4,19,7,3.44080022087e-17,.3666666666666666,28,1,1.98635469671e-16,.2389162561576355,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,3,2,.60000002
12083,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2008,14,1,0,30,10,50,70,70,100,80,100,0,,,,A),A),A),A),A),A),1,1,0,1,3,2,.66666669,0,.33333334,0,.66666669,1,0,0,0,154,46,4,6,5,2.52007620015e-17,.3777777777777778,0,2,7.77411189271e-17,1,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,1,2,.5
12084,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,90,10,80,100,0,100,90,100,0,,,,A),A),A),A),A),A),1,0,1,4,4,4,0,1,.66666669,.33333334,.66666669,1,0,0,0,150,43,3,27,8,3.74121443236e-17,.2689655172413793,0,2,6.21031453111e-17,1,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.5
12085,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,1,0,25,10,90,100,0,100,69,100,1,,,,A),A),A),A),B),A),0,0,.77777779,4,4,3,.33333334,1,.66666669,.33333334,.66666669,1,0,0,0,176,56,2,19,17,0,.3475783475783475,18,2,1.30877024804e-16,.1345029239766082,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,1,2,.69999999
12086,2022,1625,1,0,2,13_2_2,13,2,1,31,0,2009,13,1,0,15,5,30,100,100,100,88,100,1,,,,A),A),A),A),A),A),1,0,.11111111,3,4,4,0,1,.33333334,.33333334,.66666669,1,0,0,0,176,50,5,8,10,0,.5641025641025641,2,1,6.05790165316e-17,.6666666666666666,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,3,2,.40000001
12087,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,1,10,3,51,52,0,100,85,100,1,,,,A),A),A),A),A),A),0,0,.11111111,4,4,3,.33333334,1,0,.33333334,.5,0,0,0,0,154,35,2,9,7,3.64150567067e-17,.576923076923077,7,3,3.51716881412e-17,.3214285714285715,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,4,3,2,.60000002
12088,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,1,0,20,10,50,99,1,99,80,99,0,,,,A),B),A),B),B),B),0,0,1,3,4,3,0,1,.66666669,1,.5,1,0,0,0,162,51,5,22,8,0,.4123076923076923,1,1,9.22123240721e-17,1,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.69999999
12089,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,5,10,50,15,10,100,50,100,0,,,,A),A),A),A),A),A),0,0,.77777779,2,4,3,0,1,.66666669,0,.5,0,0,0,0,162,48,5,6,11,1.05133970205e-17,.5166666666666667,6,6,8.49848119123e-17,.303030303030303,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.5
12090,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,0,0,2,1,20,3,0,100,100,100,0,,,,A),A),A),A),A),A),0,0,.8888889,4,4,3,.83333331,1,.66666669,.66666669,.66666669,1,0,0,0,155,50,5,14,11,0,.3766233766233766,10,6,7.33748090459e-17,.1809523809523809,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,0,,2,.5
12091,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,20,10,60,90,0,100,85,99,0,,,,A),A),A),A),A),A),0,0,.77777779,3,3,3,.33333334,1,1,.33333334,.66666669,1,0,0,0,160,43,3,9,6,3.78871313877e-17,.5606060606060607,2,1,2.50893114850e-17,.6666666666666666,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,2,2,.60000002
12092,2022,1625,1,0,2,13_2_2,13,2,1,31,0,2009,13,0,0,80,10,43,100,46,100,95,100,0,,,,A),A),A),A),A),A),0,0,.77777779,2,3,3,.16666667,0,0,.66666669,.66666669,0,0,0,0,171,86,7,9,11,0,.5424836601307189,0,5,5.04255023418e-17,.4,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,0,,2,.69999999
12093,2022,1625,1,0,2,13_2_2,13,2,1,31,0,2008,14,0,0,20,10,80,90,0,100,100,100,1,,,,A),A),A),A),A),B),1,1,.44444445,2,4,3,0,1,.66666669,.66666669,.5,1,0,0,0,175,72,4,25,9,0,.3596059113300493,2,6,4.08611242882e-18,.2142857142857143,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,0,,2,.80000001
12094,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,0,0,0,0,100,0,0,100,0,100,0,,,,A),A),A),A),A),A),0,0,0,4,4,3,.83333331,0,0,0,.5,0,0,0,0,,,2,42,1,0,.2636469221835075,1,1,6.56970126069e-17,1,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,0,,2,.5
12095,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,1,0,91,100,100,100,4,100,100,100,1,,,,B),A),A),A),A),A),0,0,.77777779,3,4,3,.83333331,1,.66666669,.66666669,.66666669,1,0,0,0,160,60,4,5,13,0,.4313725490196078,5,4,9.27965044256e-17,.3055555555555556,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,3,4,2,.69999999
12096,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2007,15,1,0,1,4,51,100,0,100,50,100,1,,,,A),A),A),A),A),A),0,1,.11111111,4,4,2,0,1,.66666669,0,.83333331,1,0,0,0,180,65,4,6,4,2.40490293186e-17,.3888888888888889,0,2,0,0,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,1,2,.40000001
12097,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,1,0,25,10,100,100,10,100,100,100,1,,,,A),A),A),A),A),A),0,0,.66666669,4,4,3,0,1,.66666669,.66666669,.66666669,1,0,0,0,170,55,2,21,16,0,.3333333333333333,12,5,2.21898417497e-17,.1617647058823529,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.5
12098,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,20,15,100,86,0,100,82,100,1,,,,B),A),A),A),A),A),0,0,.77777779,3,3,4,.5,0,.33333334,.33333334,.5,0,0,0,0,159,48,4,4,12,1.38123924852e-17,.3956043956043956,0,5,9.04798043699e-17,.5,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,1,2,.60000002
12099,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,1,0,25,10,100,100,0,100,99,100,1,,,,A),A),A),A),A),A),1,0,.44444445,4,4,3,.16666667,0,.66666669,.66666669,.5,0,0,0,0,167,,3,4,15,0,.4411764705882353,5,1,5.95464837421e-17,.3333333333333334,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.60000002
12100,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,0,0,20,10,14,4,100,100,100,100,1,,,,A),A),A),A),A),A),0,0,1,2,4,4,1,1,1,.66666669,.66666669,1,0,0,0,171,57,4,14,9,0,.5359477124183006,3,2,6.69702380720e-17,.3,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,0,,2,.60000002
12101,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,40,11,100,50,0,100,50,100,1,,,,A),A),A),A),A),A),0,0,.8888889,4,4,4,.83333331,1,.66666669,.33333334,.66666669,0,0,0,0,163,38,2,1,11,3.30857331452e-17,.696969696969697,0,3,7.31470233184e-17,.6666666666666666,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.5
12102,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,1,20,10,60,76,0,100,100,100,1,,,,A),B),A),B),A),B),0,0,.33333334,3,4,3,.16666667,1,.33333334,0,.66666669,1,0,0,0,160,70,7,11,8,5.11066420307e-17,.6538461538461539,7,7,5.66759687105e-17,.2087912087912088,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,1,2,.69999999
12103,2022,1625,1,0,2,13_2_2,13,2,1,31,1,2009,13,1,0,10,15,100,100,0,1,85,100,1,,,,A),B),A),A),A),A),0,0,1,2,3,3,0,1,.33333334,.66666669,.66666669,0,0,0,0,170,,4,18,14,2.52672755495e-17,.39,5,5,1.23947231328e-16,.3333333333333333,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,1,2,.80000001
12104,2022,1625,1,0,3,13_2_2,13,2,1,31,0,2009,13,1,0,20,10,85,100,0,100,99,100,0,,,,B),B),B),B),B),A),0,0,1,2,2,4,0,1,.33333334,1,.5,1,0,0,0,155,,6,9,12,2.00873311051e-17,.4779411764705883,0,1,5.89752268801e-17,0,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,1,2,.5
12105,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,20,10,20,100,0,100,100,100,0,,,,A),A),A),A),A),A),1,0,.77777779,1,1,2,.83333331,1,.66666669,.33333334,.66666669,1,0,0,0,160,58,5,1,3,1.25577821384e-17,.3333333333333333,0,3,9.21739782871e-17,.6666666666666666,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,1,2,2,.5
12106,2022,1625,1,0,3,13_2_2,13,2,1,31,1,2009,13,1,0,20,20,100,100,50,100,0,50,0,,,,A),A),A),A),B),A),0,0,.44444445,1,2,2,0,1,.66666669,0,.66666669,1,0,0,0,,,3,1,5,1.85799009636e-17,.3333333333333334,10,3,1.24294345654e-16,.2435897435897436,.0965674405355362,22.78991596638656,.0460760575416607,10.87394957983193,2,10,5,2,2,2,.40000001
