usuario_id,net_id,yeardone,privacy,dropout,study,school,schooltype,schoolprov,schooltown,stage,grade,group,class_size,gender,female,yearbirth,age,siblings,nsiblings,nsister,nbrother,ranksib,migrant,stairs10,stairs5,stairsN,nmark10_text,nmark8_text,gpa,gpaN,repeater,optional,moodalone,moodfun,moodgeneral,happyN,height,weight,obesity,uniwant,world,abroad,willwork,wish_slider,good1,good2,good3,like1,like2,like3,goodbeforelike,money1,money2,money3,money4,money5,money6,patienceN,cns_td,tpc1,tpc11,tpc111,tpc112,tpc22,tpc221,tpc222,patienceC,prob1,prob2,prob3,prob4,prob5,prob6,riskyN,cns_risk,hlbeforetd,newdesignhl,sp1_v1,sp2_v1,sp3_v1,sp1_v2,sp2_v2,sp3_v2,sp4_v2,sp5_v2,sp6_v2,sp_version,sp_randomized,delavande__apple20,delavande__apple10,delavande__riceweek,delavande__ricemoth,delavande__sch0,delavande__bath100,delavande__uni,delavande__study,delavande_slider,delavande_total,crt1,crt2,crt3,crtN,fin1,fin2,fin3,finN,st_cards1,st_cards2,st_cards3,st_cards4,st_cards1_ne,st_cards2_ne,st_cards3_ne,st_cards4_ne,st_buttons_game1,st_buttons_game2,st_buttons_argument1,st_buttons_argument2,st_buttons_maxp,st_buttons_minr,st_buttons_randomnised,st_buttons_changedcolor,st_buttons_game1_rival,st_buttons_game2_rival,st_buttons_argument1_rival,st_buttons_argument2_rival,st_piggy_belief15,st_piggy_belief0,st_piggy_belief_position_15,st_piggy_belief_position_0,st_piggy_0_sec,st_piggy_15_sec,st_piggy_position_0,st_piggy_position_15,st_piggy_15_distance_ne,st_piggy_0_distance_ne,honesty,honest_pictures,honest_numbers,treatment_numbers,creativityf,brick,rope,ropeuse,rope_order,left_hand,device,covid1,covid2,covid3,covid4,ftr1,ftr2,ftr3,ftr_short,clima1,clima2,clima3,clima4,clima5,clima6,clima7,clima8,clima9,clima10,clima11,clima12,clima13
13604,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,1,1,1,0,1,0,,3,.60000002,,Anglès | Llengua Castellana i Literatura | Matemàtiques | Altra. Indica quina/es (educacio fisica),6,.66666669,0,,2,3,3,.66666669,,,,,,,,,4,4,3,3,3,3,1,0,1,1,1,1,1,.83333331,1,10€ hoy,10€ hoy,"20,20€ en 2 semanas",.,,,,2,0,0,0,1,1,1,.5,1,1,0,0,1,1,,,,,,,1,1,20,10,60,100,1,100,99,100,0,3,0,0,0,0,0,0,0,0,,,,,,,,,1,0,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,6,construir;crear;defensa personal;crear otro ladrillo;romperlo i acer piedresita;cortar trosos i acer muñequitos con ell;,,,,,1,,,,,,,,,,,,,,,,,,,,,
13605,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,1,0,2011,12,1,1,0,1,2,0,,4,.80000001,Altra. Indica quina/es (projecte),Matemàtiques | Llengua Catalana i Literatura,3,.33333334,0,,4,4,4,1,,,,,,,,,3,3,2,2,3,3,0,0,0,0,0,0,0,0,1,10€ hoy,10€ hoy,10€ hoy,.,,,,1,0,0,0,1,1,1,.5,1,1,0,1,0,0,,,,,,,1,1,10,1,100,100,0,0,100,100,0,2,0,0,0,0,0,0,1,.33333334,,,,,,,,,1,0,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,1,construir edificios,,,,,1,,,,,,,,,,,,,,,,,,,,,
13606,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,1,0,2011,12,1,1,1,0,1,0,,3,.60000002,,Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,3,.33333334,0,,3,4,3,.83333331,,,,,,,,,3,4,2,3,4,2,1,1,1,1,1,1,1,1,1,"15,40€ en 2 semanas",,,.,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,1,1,0,0,0,1,.5,0,1,0,0,1,0,,,,,,,1,1,95,5,75,100,0,50,93,100,1,3,0,0,1,.33333334,0,0,0,0,,,,,,,,,0,0,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,1,Casa,,,,,1,,,,,,,,,,,,,,,,,,,,,
13607,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,1,1,1,0,2,1,,4,.80000001,Altra. Indica quina/es (projecte),Matemàtiques,1,.11111111,0,,4,4,4,1,,,,,,,,,2,2,3,1,1,3,0,0,0,0,1,0,0,.16666667,0,"15,40€ en 2 semanas",,,.,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,1,1,1,1,.66666669,1,1,0,1,1,0,,,,,,,1,1,50,20,3,10,5,2,100,100,0,2,1,0,0,.33333334,0,0,0,0,,,,,,,,,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,10000,,,,,3,,,,,,,,,,,,,,,,,,,,,
13608,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,1,1,0,1,2,0,,3,.60000002,,Anglès | Matemàtiques | Llengua Catalana i Literatura,6,.66666669,0,,2,3,4,.75,,,,,,,,,3,2,3,4,0,2,1,1,1,1,1,1,1,1,1,"15,40€ en 2 semanas",,,.,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,1,1,1,1,1,.83333331,1,1,0,1,0,1,,,,,,,1,1,33,16,60,100,40,100,85,100,1,3,0,0,0,0,0,0,0,0,,,,,,,,,1,1,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,,3,"Construción, Inflación, Arma mortal etc...
",,,,,1,,,,,,,,,,,,,,,,,,,,,
13609,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,1,2,2,0,3,0,,1,.2,Altra. Indica quina/es (plastica),Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,3,.33333334,0,,4,4,4,1,,,,,,,,,2,2,2,2,1,1,0,1,1,1,1,0,0,.66666669,0,10€ hoy,10€ hoy,10€ hoy,.,,,,1,1,1,1,0,0,0,.5,0,1,0,0,1,1,,,,,,,1,1,50,50,20,10,1,100,50,100,0,1,1,0,1,.66666669,0,0,0,0,,,,,,,,,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,construir,,,,,1,,,,,,,,,,,,,,,,,,,,,
13610,106_1_6,2023,1,1,2433,106,2,6,16,1,6,1,25,1,0,2011,12,1,2,1,1,3,0,,3,.60000002,Matemàtiques | Llengua Catalana i Literatura,Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,8,.8888889,0,,,,,,,,,,,,,,2,3,3,2,3,4,1,0,0,0,0,1,1,.33333334,1,,,,.,,,,,0,0,1,1,1,1,.66666669,1,1,0,,,,,,,,,,1,1,80,99,63,80,,,,,1,,0,0,1,.33333334,0,0,1,.33333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,
13611,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,1,0,2011,12,1,1,1,0,2,0,,3,.60000002,Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,Llengua Castellana i Literatura,8,.8888889,0,,3,4,4,.91666669,,,,,,,,,4,4,4,0,1,1,1,0,1,1,1,1,1,.83333331,1,10€ hoy,10€ hoy,10€ hoy,.,,,,1,0,0,0,0,1,1,.33333334,1,1,0,0,1,0,,,,,,,1,1,10,5,100,100,100,100,100,100,0,2,0,0,1,.33333334,0,0,1,.33333334,,,,,,,,,0,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,1,Ladrillo,,,,,2,,,,,,,,,,,,,,,,,,,,,
13612,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,1,0,2011,12,1,1,1,0,1,0,,3,.60000002,Matemàtiques | Llengua Catalana i Literatura,Anglès | Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,8,.8888889,0,,3,4,2,.75,,,,,,,,,4,3,2,1,2,0,0,0,0,0,0,1,1,.33333334,1,10€ hoy,10€ hoy,"20,20€ en 2 semanas",.,,,,2,0,1,1,1,1,1,.83333331,1,1,0,0,1,0,,,,,,,1,1,20,10,40,100,0,100,100,80,0,3,0,0,1,.33333334,1,0,1,.66666669,,,,,,,,,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,5,Construcciones;arma;mesa;silla;fefensa,,,,,2,,,,,,,,,,,,,,,,,,,,,
13613,106_1_6,2023,0,,2433,106,2,6,16,1,6,1,25,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,1,0,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
13614,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,0,0,,,,0,,3,.60000002,Matemàtiques,Llengua Castellana i Literatura | Llengua Catalana i Literatura,4,.44444445,0,,4,4,3,.91666669,,,,,,,,,3,3,3,4,4,4,1,0,0,0,0,0,0,0,1,10€ hoy,10€ hoy,10€ hoy,.,,,,1,0,1,1,1,1,1,.83333331,1,1,0,0,0,0,,,,,,,1,1,10,10,100,100,0,49,100,100,1,2,1,0,1,.66666669,1,0,0,.33333334,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,"Construir, para comer
",,,,,2,,,,,,,,,,,,,,,,,,,,,
13615,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,1,0,2011,12,1,2,1,1,1,0,,3,.60000002,Altra. Indica quina/es (Eduació Física),Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,3,.33333334,0,,3,4,3,.83333331,,,,,,,,,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1,"15,40€ en 2 semanas",,,.,10€ hoy,"13,90€ en 2 semanas",,6,0,0,1,1,1,1,.66666669,1,1,0,0,0,0,,,,,,,1,1,20,10,1,10,10,100,70,100,0,3,0,0,1,.33333334,0,0,1,.33333334,,,,,,,,,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,9,ladrillo; paret; taburete; casa; arma; mesa; silla; pesas; suelo,,,,,1,,,,,,,,,,,,,,,,,,,,,
13616,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,1,1,0,1,1,0,,2,.40000001,Anglès | Matemàtiques,Llengua Castellana i Literatura | Llengua Catalana i Literatura,8,.8888889,0,,2,4,4,.83333331,,,,,,,,,2,3,3,2,3,3,1,0,0,0,0,0,1,.16666667,1,10€ hoy,10€ hoy,10€ hoy,.,,,,1,0,1,1,1,1,1,.83333331,1,1,0,1,1,1,,,,,,,1,1,26,10,37,6,0,85,50,50,1,2,0,0,0,0,0,0,0,0,,,,,,,,,1,1,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,,1,Construir edificios...,,,,,1,,,,,,,,,,,,,,,,,,,,,
13617,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,1,2,0,2,2,0,,3,.60000002,Altra. Indica quina/es (Arts & Crafts),Anglès | Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,6,.66666669,0,,3,3,4,.83333331,,,,,,,,,3,3,2,2,2,2,1,0,0,1,1,1,1,.66666669,1,"15,40€ en 2 semanas",,,.,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,0,1,1,1,.5,1,1,0,0,0,0,,,,,,,1,1,30,15,100,100,0,0,100,100,1,2,1,0,1,.66666669,0,0,0,0,,,,,,,,,1,1,3,3,1,1,0,0,,,,,,,,,,,,,,,,,,,3,Hacer construciones; hacer una cabaña; hacer un nido para aves,,,,,2,,,,,,,,,,,,,,,,,,,,,
13618,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,1,0,2011,12,1,1,0,1,2,0,,3,.60000002,Matemàtiques,Anglès | Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,7,.77777779,0,,2,4,3,.75,,,,,,,,,3,3,3,2,2,1,1,0,0,0,0,1,1,.33333334,1,"15,40€ en 2 semanas",,,.,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,0,1,1,1,.5,1,1,0,0,1,1,,,,,,,1,1,50,50,50,50,50,50,49,100,1,1,1,0,1,.66666669,0,0,1,.33333334,,,,,,,,,0,1,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,1,robar construir jugar,,,,,2,,,,,,,,,,,,,,,,,,,,,
13619,106_1_6,2023,1,0,2433,106,2,6,16,1,6,1,25,2,1,2011,12,1,1,0,1,1,0,,4,.80000001,Anglès | Matemàtiques,Llengua Castellana i Literatura | Llengua Catalana i Literatura,8,.8888889,0,,2,3,4,.75,,,,,,,,,3,3,3,2,3,4,0,0,0,1,1,1,1,.66666669,1,"15,40€ en 2 semanas",,,.,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,1,1,1,1,.66666669,1,1,0,0,0,0,,,,,,,1,1,94,10,16,100,0,100,90,100,0,3,1,0,1,.66666669,0,0,1,.33333334,,,,,,,,,1,0,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,,4,Construir casas; silla; mesa; arma,,,,,1,,,,,,,,,,,,,,,,,,,,,
13620,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,1,0,1,1,0,,3,.60000002,Altra. Indica quina/es (Francès),"Matemàtiques | Llengua Catalana i Literatura | Altra. Indica quina/es (Biologia, robòtica, tecnologia)",3,.33333334,0,,2,3,4,.75,,,,,,,,,4,4,4,2,2,2,0,0,1,1,1,1,1,.83333331,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,1,1,1,1,.66666669,1,1,0,0,1,1,,,,,,,1,1,20,10,59,100,10,0,75,99,0,2,1,0,1,.66666669,1,0,1,.66666669,,,,,,,,,1,1,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,,5,"Construir, pegar, matar, tirar, jugar sentar-se",,,,,1,,,,,,,,,,,,,,,,,,,,,
13621,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,2,1,2010,13,1,2,1,1,2,1,,4,.80000001,Anglès | Matemàtiques | Altra. Indica quina/es (muchas mas pero no me acuerdo),Anglès | Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura | Altra. Indica quina/es (no me acuerdo:/),8,.8888889,0,,3,4,2,.75,,,,,,,,,2,3,3,2,2,3,1,0,1,1,1,1,1,.83333331,1,10€ hoy,10€ hoy,"20,20€ en 2 semanas",,,,,2,0,1,1,1,1,1,.83333331,1,1,0,0,0,0,,,,,,,1,1,85,52,89,100,66,100,74,100,1,3,1,0,1,.66666669,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7,"Casa,muros,jardin,tejado,pisos,edificios,carretera.",,,,,1,,,,,,,,,,,,,,,,,,,,,
13622,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,1,0,1,2,0,,3,.60000002,Altra. Indica quina/es (Educació Física),Altra. Indica quina/es (Castellà),0,0,0,,4,4,4,1,,,,,,,,,2,2,3,0,0,2,0,0,1,1,0,1,1,.66666669,0,10€ hoy,10€ hoy,"20,20€ en 2 semanas",,,,,2,0,0,0,1,1,1,.5,1,1,0,0,0,0,,,,,,,1,1,99,1,20,45,0,100,95,100,0,3,0,0,1,.33333334,0,0,0,0,,,,,,,,,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2,"Puedes hacer una pared, una casa o un edificio.",,,,,1,,,,,,,,,,,,,,,,,,,,,
13623,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,2,1,2010,13,1,1,0,1,1,0,,3,.60000002,Anglès | Llengua Catalana i Literatura | Altra. Indica quina/es (Françes...),Altra. Indica quina/es (No m'enrecordo),5,.55555558,0,,2,3,3,.66666669,,,,,,,,,2,2,2,3,2,2,1,0,1,1,1,1,1,.83333331,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,1,1,1,1,.66666669,1,1,0,0,0,0,,,,,,,1,1,20,90,50,99,1,100,99,99,0,2,1,0,1,.66666669,1,0,1,.66666669,,,,,,,,,1,1,3,3,1,1,0,0,,,,,,,,,,,,,,,,,,,4,"Se puede usar para: construir algo, sentarse, jugar.",,,,,1,,,,,,,,,,,,,,,,,,,,,
13624,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,2,1,2010,13,0,0,,,,0,,3,.60000002,Matemàtiques,Anglès | Llengua Castellana i Literatura | Llengua Catalana i Literatura,7,.77777779,0,,4,4,3,.91666669,,,,,,,,,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,10€ hoy,"18,50€ en 2 semanas",,"16,90€ en 2 semanas",,,,4,0,0,0,1,1,1,.5,1,1,0,0,1,0,,,,,,,1,1,20,10,50,100,20,100,80,100,1,3,1,0,1,.66666669,1,0,0,.33333334,,,,,,,,,1,0,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,2,"Construir, matar,",,,,,1,,,,,,,,,,,,,,,,,,,,,
13625,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,2,1,2010,13,1,1,0,1,2,0,,3,.60000002,Altra. Indica quina/es (Educació física ),Matemàtiques,1,.11111111,0,,3,4,4,.91666669,,,,,,,,,2,2,4,2,1,3,1,0,0,0,0,0,0,0,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,1,1,1,1,.66666669,1,1,0,0,0,0,,,,,,,1,1,20,18,80,100,0,100,90,100,1,3,1,0,1,.66666669,1,0,1,.66666669,,,,,,,,,1,1,3,3,1,1,0,0,,,,,,,,,,,,,,,,,,,2,hacer una casa; un muro;,,,,,1,,,,,,,,,,,,,,,,,,,,,
13626,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,2,1,1,2,1,,4,.80000001,Matemàtiques,Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,7,.77777779,0,,3,4,3,.83333331,,,,,,,,,3,3,4,2,3,4,0,0,0,0,0,1,1,.33333334,1,10€ hoy,"18,50€ en 2 semanas",,10€ hoy,,,,3,0,1,0,1,1,1,.66666669,0,1,0,0,0,1,,,,,,,1,1,50,50,11,22,1,98,74,100,1,2,1,0,1,.66666669,0,0,1,.33333334,,,,,,,,,1,0,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,12,"constuir una casa, edificio, local, patio, mazetas, maquetas, jardines, caminos, fuentes, letreros, soportes, escritorio",,,,,1,,,,,,,,,,,,,,,,,,,,,
13627,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,,13,1,1,0,1,2,0,,4,.80000001,"Anglès | Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura | Altra. Indica quina/es (Francès, ed. física...)",Altra. Indica quina/es (robòtica),9,1,0,,4,4,3,.91666669,,,,,,,,,3,3,3,2,2,2,1,0,0,0,0,0,0,0,1,10€ hoy,"18,50€ en 2 semanas",,10€ hoy,,,,3,0,0,0,1,1,1,.5,1,1,0,0,0,0,,,,,,,1,1,20,10,50,100,20,100,77,100,1,3,1,0,1,.66666669,1,0,0,.33333334,,,,,,,,,1,0,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,2,"construir una casa, matar,",,,,,1,,,,,,,,,,,,,,,,,,,,,
13628,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,2,1,1,2,0,,3,.60000002,Altra. Indica quina/es (educació fisica),Altra. Indica quina/es (castella),0,0,0,,2,4,3,.75,,,,,,,,,3,2,2,3,0,0,1,0,1,1,1,1,1,.83333331,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,0,1,1,1,.5,1,1,0,0,0,0,,,,,,,1,1,25,10,80,100,95,100,90,100,0,3,0,0,1,.33333334,0,0,1,.33333334,,,,,,,,,1,0,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,1,PARA CONSTRUIR MATAR..,,,,,1,,,,,,,,,,,,,,,,,,,,,
13629,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,1,0,1,2,0,,4,.80000001,Anglès | Llengua Castellana i Literatura,Anglès | Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,8,.8888889,0,,3,4,3,.83333331,,,,,,,,,3,2,2,0,0,2,1,0,0,0,0,0,0,0,1,10€ hoy,10€ hoy,"20,20€ en 2 semanas",,,,,2,0,0,1,1,1,1,.66666669,1,1,0,0,0,0,,,,,,,1,1,20,10,52,100,15,100,80,100,1,3,1,0,1,.66666669,1,0,1,.66666669,,,,,,,,,1,0,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,2,"Herramienta para hacer estructuras, y un alzador",,,,,1,,,,,,,,,,,,,,,,,,,,,
13630,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,1,1,0,1,0,,3,.60000002,,Altra. Indica quina/es (educació fisica),0,0,0,,2,3,2,.58333331,,,,,,,,,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,10€ hoy,"18,50€ en 2 semanas",,"16,90€ en 2 semanas",,,,4,0,0,1,1,1,1,.66666669,1,1,0,0,0,0,,,,,,,1,1,94,1,13,53,12,1,82,99,1,2,0,0,1,.33333334,0,0,0,0,,,,,,,,,1,1,3,3,1,1,0,0,,,,,,,,,,,,,,,,,,,1,Para construir.,,,,,1,,,,,,,,,,,,,,,,,,,,,
13631,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,1,0,1,2,0,,4,.80000001,"Altra. Indica quina/es (plàstica,Educaciò física)",Anglès | Llengua Castellana i Literatura | Llengua Catalana i Literatura,3,.33333334,0,,2,4,3,.75,,,,,,,,,3,3,3,2,3,2,0,0,1,1,1,1,1,.83333331,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,10€ hoy,7,0,0,1,1,1,1,.66666669,1,1,0,0,0,1,,,,,,,1,1,20,10,80,100,15,100,95,100,1,3,1,0,1,.66666669,1,0,1,.66666669,,,,,,,,,1,0,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,,3,construir casas; estamapar a alguien con el ladrillo; tirarlo de un balcón.,,,,,1,,,,,,,,,,,,,,,,,,,,,
13632,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,1,1,0,1,0,,2,.40000001,Matemàtiques,Anglès | Llengua Castellana i Literatura | Matemàtiques | Llengua Catalana i Literatura,7,.77777779,0,,2,3,3,.66666669,,,,,,,,,3,3,3,2,2,2,1,0,0,0,0,0,0,0,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,10€ hoy,7,1,1,1,1,0,0,.66666669,0,1,0,1,0,1,,,,,,,1,1,25,8,100,100,1,100,69,100,1,3,0,0,1,.33333334,1,0,0,.33333334,,,,,,,,,1,1,3,3,1,1,0,0,,,,,,,,,,,,,,,,,,,3,"para construir una casa, para hacer un muro, para utilizarlo como un arma etc
",,,,,1,,,,,,,,,,,,,,,,,,,,,
13633,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,0,0,,,,1,,2,.40000001,Matemàtiques | Llengua Catalana i Literatura,Anglès | Llengua Castellana i Literatura,8,.8888889,0,,3,3,1,.58333331,,,,,,,,,3,4,4,4,4,4,1,0,0,0,0,0,0,0,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,1,1,1,1,.66666669,1,1,0,0,1,0,,,,,,,1,1,20,10,50,100,1,100,80,100,1,3,0,0,0,0,0,0,1,.33333334,,,,,,,,,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2,"paredes, construir una casa...",,,,,1,,,,,,,,,,,,,,,,,,,,,
13634,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,2,1,2010,13,1,2,1,1,1,0,,3,.60000002,Anglès | Llengua Catalana i Literatura,Llengua Castellana i Literatura | Matemàtiques,8,.8888889,0,,4,4,4,1,,,,,,,,,2,2,2,2,2,2,1,0,0,0,0,0,1,.16666667,1,10€ hoy,10€ hoy,10€ hoy,,,,,1,0,0,0,0,0,1,.16666667,1,1,0,1,0,1,,,,,,,1,1,25,10,50,70,2,100,95,100,1,3,1,0,1,.66666669,0,0,0,0,,,,,,,,,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2,"Construir edificios i/o monumentos,",,,,,1,,,,,,,,,,,,,,,,,,,,,
13635,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,99,,2010,13,1,2,2,0,3,0,,4,.80000001,,Llengua Catalana i Literatura,1,.11111111,0,,2,4,2,.66666669,,,,,,,,,2,2,2,2,2,2,0,0,1,1,1,1,1,.83333331,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,1,0,1,0,0,1,.5,0,1,0,0,0,1,,,,,,,1,1,24,18,100,100,0,0,0,80,1,2,0,0,0,0,0,0,0,0,,,,,,,,,0,1,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,Una casa
muralla
construir algo
edificios 


 
,,,,,1,,,,,,,,,,,,,,,,,,,,,
13636,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,1,2,0,2,3,0,,3,.60000002,Altra. Indica quina/es (Arts and crafts),Altra. Indica quina/es (educacio fisica ),0,0,0,,4,4,2,.83333331,,,,,,,,,2,2,2,2,2,2,1,0,0,0,0,0,1,.16666667,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,1,0,0,0,1,.33333334,0,1,0,0,0,1,,,,,,,1,1,11,1,50,50,50,50,66,55,1,2,1,0,0,.33333334,0,0,1,.33333334,,,,,,,,,0,0,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,1,Per cunstruir,,,,,1,,,,,,,,,,,,,,,,,,,,,
13637,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,2,1,2010,13,1,2,1,1,1,0,,3,.60000002,Anglès | Anglès | Matemàtiques | Matemàtiques,Llengua Castellana i Literatura | Llengua Catalana i Literatura,8,.8888889,0,,3,3,3,.75,,,,,,,,,3,3,4,2,3,4,0,1,1,1,1,1,1,1,1,"15,40€ en 2 semanas",,,,"12,50€ en 2 semanas",,"11,20€ en 2 semanas",8,0,0,0,1,1,1,.5,1,1,0,0,0,0,,,,,,,1,1,30,15,50,100,50,100,90,100,1,3,1,0,0,.33333334,0,0,0,0,,,,,,,,,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,para hacer una casa,,,,,1,,,,,,,,,,,,,,,,,,,,,
13638,106_2_1,2023,1,0,2434,106,2,6,16,2,1,1,27,1,0,2010,13,0,0,,,,1,,3,.60000002,Llengua Castellana i Literatura,Anglès | Llengua Catalana i Literatura,7,.77777779,0,,3,4,4,.91666669,,,,,,,,,2,2,2,0,1,1,0,0,1,1,1,1,1,.83333331,1,10€ hoy,"18,50€ en 2 semanas",,"16,90€ en 2 semanas",,,,4,1,0,0,0,0,1,.33333334,0,1,0,0,1,1,,,,,,,1,1,100,0,50,50,50,50,80,0,1,2,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,O,,,,,3,,,,,,,,,,,,,,,,,,,,,
